Trio,Paternal GT,Maternal GT,F1 age,Min DP,Max DP,Min AB,Max AB,MVs,# MVs passed,Transmission frequency,Paternal MVs,Maternal MVs,CpG MVs,Sites,CpG sites,Avg DP,Uncallable sites,Percent CpG,SNPs,CpG SNPs,Avg SNP DP,Uncallable SNP sites,Percent CpG,Mutation rate,Total SNPs,Post Filter SNPs,AB filtered SNPs,Min FN,MVs corrected for FN,Mutation rate corrected for FN,Notes
3,6.32,6.93,0.87,10,60,0.15,0.85,146,NA,NA,0,0,13,2342539880,121328909,35.21837068,128799804,0.051793743,2968,339,22.35208895,15514288,0.114218329,3.14E-08,471532403,323356582,133520955,0.283163902,203.6727787,4.38E-08,
4,10.06,10.36,5.58,10,60,0.15,0.85,171,27,0.158,99,64,11,2341491946,121115113,35.29016803,129847738,0.051725616,3751,461,21.78752333,16394091,0.12290056,3.68E-08,471532403,323356582,133520955,0.283163902,238.5482545,5.13E-08,
5,13.12,4.76,1.19,10,60,0.15,0.85,137,NA,NA,0,0,12,2341167185,121149858,35.22565357,130172499,0.051747632,2332,271,22.28687822,15154555,0.116209262,2.94E-08,471532403,323356582,133520955,0.283163902,191.1176074,4.11E-08,
6,5.2,4.65,8.61,10,60,0.15,0.85,197,40,0.203,74,38,21,2334808958,120757643,35.17027342,136530726,0.051720567,4518,590,24.4519699,16390596,0.130588756,4.25E-08,471532403,323356582,133520955,0.283163902,274.8187493,5.93E-08,
7,7.44,7.74,1.17,10,60,0.15,0.85,145,NA,NA,0,0,13,2338336130,121017782,35.17157878,133003554,0.051753801,2546,304,22.45522388,15088032,0.119402985,3.12E-08,471532403,323356582,133520955,0.283163902,202.2777596,4.35E-08,
8,8.04,8.34,0.96,10,60,0.15,0.85,154,NA,NA,0,0,17,2339689181,121055939,35.1816819,131650503,0.05174018,2676,325,23.08520179,14940933,0.121449925,3.31E-08,471532403,323356582,133520955,0.283163902,214.8329309,4.62E-08,
9,6.02,6.4,5.7,10,60,0.15,0.85,95,11,0.116,50,43,7,2342806385,121239222,35.170303,128533299,0.05174957,2444,286,21.69476268,13970667,0.117021277,2.04E-08,471532403,323356582,133520955,0.283163902,132.526808,2.85E-08,
10,7.02,4.96,1.1,10,60,0.15,0.85,153,NA,NA,0,0,17,2339054135,121042256,35.18743304,132285549,0.051748377,3313,392,24.13884697,15111527,0.118321763,3.29E-08,471532403,323356582,133520955,0.283163902,213.4379119,4.59E-08,
11,4.36,2.95,7.79,10,60,0.15,0.85,154,28,0.182,62,88,22,2339129884,121139107,35.1999726,132209800,0.051788106,4117,557,22.25674034,16529629,0.135292689,3.32E-08,471532403,323356582,133520955,0.283163902,214.8329309,4.62E-08,
12,7.07,12.19,1.08,10,60,0.15,0.85,96,NA,NA,0,0,12,2342570885,121304104,35.22818778,128768799,0.051782469,3103,391,22.62681276,16534548,0.12600709,2.06E-08,471532403,323356582,133520955,0.283163902,133.9218271,2.88E-08,
